,Index_ID,Animal_ID,Found_Location,Found_Location_count,State,City,Address
100299,104391,A797157,7111 Thannas Way in Austin (TX),6,(TX),Austin,7111 Thannas Way in
100307,16487,A797169,525 N Lamar in Austin (TX),6,(TX),Austin,525 N Lamar in
100315,19261,A797176,2810 Locke Lane in Austin (TX),6,(TX),Austin,2810 Locke Lane in
100316,22913,A797177,6934 East Ben White in Austin (TX),7,(TX),Austin,6934 East Ben White in
100317,77444,A797178,5802 Brook Valley Drive in Austin (TX),7,(TX),Austin,5802 Brook Valley Drive in
100320,134672,A797181,8301 Cameron Road in Austin (TX),6,(TX),Austin,8301 Cameron Road in
100329,5484,A797190,2507 Diaz St in Austin (TX),6,(TX),Austin,2507 Diaz St in
100334,48728,A797196,4405 East Riverside Drive in Austin (TX),7,(TX),Austin,4405 East Riverside Drive in
100335,105184,A797198,2301 Metcalfe in Austin (TX),5,(TX),Austin,2301 Metcalfe in
100346,11634,A797210,6331 East Ben White in Austin (TX),7,(TX),Austin,6331 East Ben White in
100351,60676,A797215,14206 Vandever Street in Austin (TX),6,(TX),Austin,14206 Vandever Street in
100361,139935,A797225,1007 East Rundberg in Austin (TX),6,(TX),Austin,1007 East Rundberg in
100362,47569,A797226,2502 Nueces St in Austin (TX),6,(TX),Austin,2502 Nueces St in
100374,91584,A797245,35 And 183 in Austin (TX),6,(TX),Austin,35 And 183 in
100383,3400,A797254,5220 Bahan Dr in Travis (TX),6,(TX),Travis,5220 Bahan Dr in
100384,88767,A797257,12013 Hwy 290 W in Austin (TX),7,(TX),Austin,12013 Hwy 290 W in
100385,10843,A797258,814 San Rema Boulevard in Austin (TX),7,(TX),Austin,814 San Rema Boulevard in
100393,10941,A797266,151 Kensington Ln in Austin (TX),6,(TX),Austin,151 Kensington Ln in
100396,82361,A797268,5203 Balcones Drive in Austin (TX),6,(TX),Austin,5203 Balcones Drive in
100398,140654,A797270,900 Sebastian Bend in Austin (TX),6,(TX),Austin,900 Sebastian Bend in
100400,7038,A797271,8302 Sam Rayburn in Austin (TX),6,(TX),Austin,8302 Sam Rayburn in
100405,69596,A797276,2800 Lyons Road in Austin (TX),6,(TX),Austin,2800 Lyons Road in
100407,45275,A797279,4700 Candletree Lane in Austin (TX),6,(TX),Austin,4700 Candletree Lane in
100410,108098,A797283,1300 Wan O War in Travis (TX),7,(TX),Travis,1300 Wan O War in
100417,81025,A797291,6411 Lynch Lane in Austin (TX),6,(TX),Austin,6411 Lynch Lane in
100422,96467,A797296,4316 James Casey in Austin (TX),6,(TX),Austin,4316 James Casey in
100423,84824,A797297,134 Edge Rock Drive in Austin (TX),7,(TX),Austin,134 Edge Rock Drive in
100428,87261,A797299,1735 Rutland Drive in Austin (TX),6,(TX),Austin,1735 Rutland Drive in
100429,74180,A797301,13201 Rr 620 in Travis (TX),6,(TX),Travis,13201 Rr 620 in
100439,92421,A797315,2204 East Cesar Chavez in Austin (TX),7,(TX),Austin,2204 East Cesar Chavez in
100440,44585,A797318,1431 Jonestown in Travis (TX),5,(TX),Travis,1431 Jonestown in
100448,12715,A797325,3501 E 7Th Street in Austin (TX),7,(TX),Austin,3501 E 7Th Street in
100450,98803,A797327,4416 Rosedale in Austin (TX),5,(TX),Austin,4416 Rosedale in
100453,108159,A797330,29 Madrona in Austin (TX),5,(TX),Austin,29 Madrona in
100459,114742,A797338,9100 Decker Lane in Austin (TX),6,(TX),Austin,9100 Decker Lane in
100462,35021,A797342,5503 Tallow Tree Dr in Austin (TX),7,(TX),Austin,5503 Tallow Tree Dr in
100474,4024,A797353,2903 Garwood St in Austin (TX),6,(TX),Austin,2903 Garwood St in
100485,131131,A797375,1508 Nuttal Drive in Austin (TX),6,(TX),Austin,1508 Nuttal Drive in
100487,127369,A797376,1606 Cattle Trail in Austin (TX),6,(TX),Austin,1606 Cattle Trail in
100493,8466,A797382,160 E Riverside Drive in Austin (TX),7,(TX),Austin,160 E Riverside Drive in
100499,42196,A797388,8101 Salt Springs in Austin (TX),6,(TX),Austin,8101 Salt Springs in
100500,90405,A797389,200 West 24Th Street in Austin (TX),7,(TX),Austin,200 West 24Th Street in
100501,116671,A797391,4500 Steiner Ranch Blvd in Travis (TX),7,(TX),Travis,4500 Steiner Ranch Blvd in
100502,91008,A797392,2420 Lakehurst Dr in Austin (TX),6,(TX),Austin,2420 Lakehurst Dr in
100504,109874,A797393,12201 Tower Road in Travis (TX),6,(TX),Travis,12201 Tower Road in
100509,85954,A797398,6405 South Interstate Highway 35 Frontage Road in Austin (TX),10,(TX),Austin,6405 South Interstate Highway 35 Frontage Road in
100511,20319,A797400,14400 Cochise Trail in Austin (TX),6,(TX),Austin,14400 Cochise Trail in
100521,39619,A797408,909 Emerald Wood in Austin (TX),6,(TX),Austin,909 Emerald Wood in
100523,119978,A797411,6801 Gaur in Austin (TX),5,(TX),Austin,6801 Gaur in
100539,33837,A797427,151310 Fagerquist in Travis (TX),5,(TX),Travis,151310 Fagerquist in
100541,20823,A797429,11811 Charing Cross Road in Austin (TX),7,(TX),Austin,11811 Charing Cross Road in
100549,136605,A797436,403 West Applegate in Austin (TX),6,(TX),Austin,403 West Applegate in
100555,3480,A797445,9213 S Fm 973 in Austin (TX),7,(TX),Austin,9213 S Fm 973 in
100559,61128,A797451,1504 Tall Shadows in Travis (TX),6,(TX),Travis,1504 Tall Shadows in
100562,51562,A797455,13201 Legendary in Austin (TX),5,(TX),Austin,13201 Legendary in
100563,101508,A797456,11001 Arbole Cove in Austin (TX),6,(TX),Austin,11001 Arbole Cove in
100565,37579,A797465,1809 Rundberg Ln in Austin (TX),6,(TX),Austin,1809 Rundberg Ln in
100566,102890,A797467,9305 Evening Shadows Drive in Travis (TX),7,(TX),Travis,9305 Evening Shadows Drive in
100571,30579,A797472,5806 N Imperial Dr in Austin (TX),7,(TX),Austin,5806 N Imperial Dr in
100580,114288,A797479,10323 Us 290 in Manor (TX),6,(TX),Manor,10323 Us 290 in
100581,25048,A797480,907 in Austin (TX),4,(TX),Austin,907 in
100582,8562,A797481,11601 Old Lockhart Rd in Travis (TX),7,(TX),Travis,11601 Old Lockhart Rd in
100590,20444,A797492,1100 East Oltorf Street in Austin (TX),7,(TX),Austin,1100 East Oltorf Street in
100593,53868,A797495,6814 East Riverside Drive in Austin (TX),7,(TX),Austin,6814 East Riverside Drive in
100598,121191,A797498,1206 Lilly Terrace in Austin (TX),6,(TX),Austin,1206 Lilly Terrace in
100602,35709,A797507,1607 Nelms Drive in Austin (TX),6,(TX),Austin,1607 Nelms Drive in
100603,15123,A797512,13309 Chasewood Cove in Austin (TX),6,(TX),Austin,13309 Chasewood Cove in
100606,101562,A797519,116 East Parson in Manor (TX),6,(TX),Manor,116 East Parson in
100607,12396,A797523,13313 Sea Biscuit Drive in Travis (TX),7,(TX),Travis,13313 Sea Biscuit Drive in
100609,79682,A797527,2113 W Wells Branch in Austin (TX),7,(TX),Austin,2113 W Wells Branch in
100617,138229,A797538,7208 Coronado Circle in Austin (TX),6,(TX),Austin,7208 Coronado Circle in
100620,119487,A797541,11110 Parkfield Drive in Austin (TX),6,(TX),Austin,11110 Parkfield Drive in
100629,28403,A797552,14201 North Interstate in Travis (TX),6,(TX),Travis,14201 North Interstate in
100633,104832,A797556,10301 Quail Ridge Drive in Austin (TX),7,(TX),Austin,10301 Quail Ridge Drive in
100648,107615,A797573,1906 Willow Creek Drive in Austin (TX),7,(TX),Austin,1906 Willow Creek Drive in
100650,96666,A797574,17210 Axell Ln in Travis (TX),6,(TX),Travis,17210 Axell Ln in
100652,57310,A797576,8805 North Plz in Austin (TX),6,(TX),Austin,8805 North Plz in
100653,129536,A797577,4411 Bucks Run in Austin (TX),6,(TX),Austin,4411 Bucks Run in
100654,24536,A797580,9320 Kyles Stake Rd in Austin (TX),7,(TX),Austin,9320 Kyles Stake Rd in
100655,64453,A797582,508 Wolverton Dr in Austin (TX),6,(TX),Austin,508 Wolverton Dr in
100659,86031,A797586,4714 Everglade Dr in Austin (TX),6,(TX),Austin,4714 Everglade Dr in
100660,8306,A797588,17832 Violet Lane in Travis (TX),6,(TX),Travis,17832 Violet Lane in
100661,93608,A797589,1109 Blue Fox Drive in Austin (TX),7,(TX),Austin,1109 Blue Fox Drive in
100662,64166,A797590,2204 E Cesar Chavez in Austin (TX),7,(TX),Austin,2204 E Cesar Chavez in
100667,60357,A797598,12902 Marimba Trail in Austin (TX),6,(TX),Austin,12902 Marimba Trail in
100669,93117,A797603,12343 Hunters Chase in Austin (TX),6,(TX),Austin,12343 Hunters Chase in
100671,4521,A797608,426 Thompson Lane in Austin (TX),6,(TX),Austin,426 Thompson Lane in
100674,89684,A797613,20630 Cameron Road in Pflugerville (TX),6,(TX),Pflugerville,20630 Cameron Road in
100675,85666,A797614,13409 Snowfall in Austin (TX),5,(TX),Austin,13409 Snowfall in
100676,78640,A797617,3226 West Slaughter Lane in Austin (TX),7,(TX),Austin,3226 West Slaughter Lane in
100681,72773,A797624,3313 Oak Aly in Austin (TX),6,(TX),Austin,3313 Oak Aly in
100682,123496,A797627,5800 East Martin Luther King Junior Boulevard in Austin (TX),10,(TX),Austin,5800 East Martin Luther King Junior Boulevard in
100684,14078,A797631,1600 East Highway 71 in Austin (TX),7,(TX),Austin,1600 East Highway 71 in
100685,12623,A797632,803 E 44Th St in Austin (TX),7,(TX),Austin,803 E 44Th St in
100688,15793,A797639,3608 Verano Drive in Austin (TX),6,(TX),Austin,3608 Verano Drive in
100695,127003,A797648,2815 East Highway 71 in Austin (TX),7,(TX),Austin,2815 East Highway 71 in
100697,138038,A797650,18200 Block Canopy Lane in Manor (TX),7,(TX),Manor,18200 Block Canopy Lane in
100700,17665,A797653,4702 Bandera Road in Austin (TX),6,(TX),Austin,4702 Bandera Road in
100703,7801,A797655,21601 Crossover in Leander (TX),5,(TX),Leander,21601 Crossover in
100728,20603,A797684,13145 N Hwy 183 in Austin (TX),7,(TX),Austin,13145 N Hwy 183 in
100729,74414,A797685,9411 Aberdeen Way in Austin (TX),6,(TX),Austin,9411 Aberdeen Way in
100734,98080,A797692,13492 Research Boulevard in Austin (TX),6,(TX),Austin,13492 Research Boulevard in
100739,21951,A797696,12013 Riprap Drive in Manor (TX),6,(TX),Manor,12013 Riprap Drive in
100742,112021,A797699,4500 Sidereal in Austin (TX),5,(TX),Austin,4500 Sidereal in
100743,51070,A797700,1801 Adina St in Austin (TX),6,(TX),Austin,1801 Adina St in
100744,28932,A797701,2925 Lyons Road in Austin (TX),6,(TX),Austin,2925 Lyons Road in
100749,45189,A797709,24Th And San Antonio in Austin (TX),7,(TX),Austin,24Th And San Antonio in
100750,116464,A797712,132 Gemstone Lane in Bastrop (TX),6,(TX),Bastrop,132 Gemstone Lane in
100764,38885,A797728,201 East Powell Lane in Austin (TX),7,(TX),Austin,201 East Powell Lane in
100766,8788,A797731,6517 Burleson Rd in Austin (TX),6,(TX),Austin,6517 Burleson Rd in
100771,92218,A797735,1216 Tartan Ln in Austin (TX),6,(TX),Austin,1216 Tartan Ln in
100772,142518,A797736,5905 Bold Ruler in Austin (TX),6,(TX),Austin,5905 Bold Ruler in
100779,58588,A797743,3802 Edgemont Dr in Austin (TX),6,(TX),Austin,3802 Edgemont Dr in
100780,33979,A797744,3600 South Ih35 in Austin (TX),6,(TX),Austin,3600 South Ih35 in
100782,99605,A797746,3103 Raywood Drive in Austin (TX),6,(TX),Austin,3103 Raywood Drive in
100783,143211,A797747,8625 Fireside Drive in Austin (TX),6,(TX),Austin,8625 Fireside Drive in
100785,88985,A797749,12733 William Harrison in Travis (TX),6,(TX),Travis,12733 William Harrison in
100791,89087,A797757,7006 Bethune Avenue in Austin (TX),6,(TX),Austin,7006 Bethune Avenue in
100796,54621,A797762,12002 Uplands Ridge Drive in Travis (TX),7,(TX),Travis,12002 Uplands Ridge Drive in
100797,41115,A797765,6808 South Ih 35 in Austin (TX),7,(TX),Austin,6808 South Ih 35 in
100807,48180,A797772,8716 Research Blvd in Austin (TX),6,(TX),Austin,8716 Research Blvd in
100808,55832,A797773,6111 Pine Lone in Austin (TX),6,(TX),Austin,6111 Pine Lone in
100814,139284,A797785,20640 Cameron Rd in Travis (TX),6,(TX),Travis,20640 Cameron Rd in
100816,18360,A797787,4300 Westbank Dr in Austin (TX),6,(TX),Austin,4300 Westbank Dr in
100819,101594,A797790,503 W Martin Luther King Jr Blvd in Austin (TX),10,(TX),Austin,503 W Martin Luther King Jr Blvd in
100820,53706,A797791,4103 Gallo Circle in Austin (TX),6,(TX),Austin,4103 Gallo Circle in
100822,64369,A797793,2500 East 21St Street in Austin (TX),7,(TX),Austin,2500 East 21St Street in
100825,57848,A797796,1700 East 4Th Street in Austin (TX),7,(TX),Austin,1700 East 4Th Street in
100833,62660,A797802,6600 Toolwrich Ln in Austin (TX),6,(TX),Austin,6600 Toolwrich Ln in
100834,19534,A797803,3226 W Slaughter Lane in Austin (TX),7,(TX),Austin,3226 W Slaughter Lane in
100835,96322,A797804,5802 Breeze Wood Dr in Austin (TX),7,(TX),Austin,5802 Breeze Wood Dr in
100836,50491,A797805,8804 Highway 183 in Austin (TX),6,(TX),Austin,8804 Highway 183 in
100843,119325,A797812,3207 Jones Road in Austin (TX),6,(TX),Austin,3207 Jones Road in
100846,92714,A797815,150 Eastriverside Drive in Austin (TX),6,(TX),Austin,150 Eastriverside Drive in
100847,16732,A797816,8300 Old Bee Caves Road in Austin (TX),8,(TX),Austin,8300 Old Bee Caves Road in
100862,86945,A797831,13816 Sherry Berry Way in Manor (TX),7,(TX),Manor,13816 Sherry Berry Way in
100869,139518,A797838,5621 Airport Boulevard in Austin (TX),6,(TX),Austin,5621 Airport Boulevard in
100872,94825,A797841,100 North Lexington in Manor (TX),6,(TX),Manor,100 North Lexington in
100880,3338,A797849,2209 Palmera Cove in Austin (TX),6,(TX),Austin,2209 Palmera Cove in
100881,133683,A797851,3003 South Lamar in Austin (TX),6,(TX),Austin,3003 South Lamar in
100883,48181,A797855,12112 Boardwalk Drive in Austin (TX),6,(TX),Austin,12112 Boardwalk Drive in
100884,79329,A797858,9900 South Highway 35 in Austin (TX),7,(TX),Austin,9900 South Highway 35 in
100887,56369,A797861,101 E Pheasant Dr in Austin (TX),7,(TX),Austin,101 E Pheasant Dr in
100888,37125,A797862,10516 Turnball in Austin (TX),5,(TX),Austin,10516 Turnball in
100891,31893,A797870,14952 Swiss Dr in Travis (TX),6,(TX),Travis,14952 Swiss Dr in
100892,62301,A797871,5803 West Gate in Austin (TX),6,(TX),Austin,5803 West Gate in
100897,52568,A797876,3121 Speedway in Austin (TX),5,(TX),Austin,3121 Speedway in
100901,126611,A797881,10306 Morado Cv in Austin (TX),6,(TX),Austin,10306 Morado Cv in
100902,38094,A797882,8504 Bell Mountain Dr in Austin (TX),7,(TX),Austin,8504 Bell Mountain Dr in
100904,3894,A797884,808 W 11Th in Austin (TX),6,(TX),Austin,808 W 11Th in
100905,36991,A797885,6701 Santos St in Austin (TX),6,(TX),Austin,6701 Santos St in
100914,116291,A797897,1300 Porterfield Drive in Austin (TX),6,(TX),Austin,1300 Porterfield Drive in
100917,127486,A797900,5121 E Howard Lane in Travis (TX),7,(TX),Travis,5121 E Howard Lane in
100918,137880,A797901,3406 Gonzales Street in Austin (TX),6,(TX),Austin,3406 Gonzales Street in
100920,68419,A797903,1618 Sir Thopas Trail in Austin (TX),7,(TX),Austin,1618 Sir Thopas Trail in
100927,3161,A797909,9201 Circuit Of The Americas Boulevardd in Austin (TX),9,(TX),Austin,9201 Circuit Of The Americas Boulevardd in
100932,81916,A797915,7305 Crystalbrook Dr in Austin (TX),6,(TX),Austin,7305 Crystalbrook Dr in
100938,5014,A797924,6006 Jays Lane in Austin (TX),6,(TX),Austin,6006 Jays Lane in
100945,9721,A797931,7951 Burnet Road in Austin (TX),6,(TX),Austin,7951 Burnet Road in
100947,7502,A797938,1308 Sir Thopas Trail in Austin (TX),7,(TX),Austin,1308 Sir Thopas Trail in
100953,33981,A797945,3714 Bluestein in Austin (TX),5,(TX),Austin,3714 Bluestein in
100965,9214,A797957,13414 Broadmeade Avenue in Austin (TX),6,(TX),Austin,13414 Broadmeade Avenue in
100971,51972,A797964,10702 Windy Trail Cir in Austin (TX),7,(TX),Austin,10702 Windy Trail Cir in
100978,57681,A797971,1713 Canterbury Street in Austin (TX),6,(TX),Austin,1713 Canterbury Street in
100980,16427,A797973,1104 Regal Row in Austin (TX),6,(TX),Austin,1104 Regal Row in
100984,42231,A797976,1701 Directors Boulevard in Austin (TX),6,(TX),Austin,1701 Directors Boulevard in
100988,36930,A797982,409 West 38Th Street in Austin (TX),7,(TX),Austin,409 West 38Th Street in
100993,140297,A797988,11926 Oakbrook Dr in Austin (TX),6,(TX),Austin,11926 Oakbrook Dr in
101000,36750,A797997,300 Canion St in Austin (TX),6,(TX),Austin,300 Canion St in
101002,117231,A798000,2209 Palo Pinto in Austin (TX),6,(TX),Austin,2209 Palo Pinto in
101004,11094,A798003,5220 Hudson Bend Road in Austin (TX),7,(TX),Austin,5220 Hudson Bend Road in
101007,68305,A798010,5907 Nancy Drive in Austin (TX),6,(TX),Austin,5907 Nancy Drive in
101012,26918,A798015,4509 East Saint Elmo Road in Austin (TX),8,(TX),Austin,4509 East Saint Elmo Road in
101014,127633,A798017,1302 Old Cedar Lane in Austin (TX),7,(TX),Austin,1302 Old Cedar Lane in
101022,89583,A798032,1706 E William Cannon in Austin (TX),7,(TX),Austin,1706 E William Cannon in
101028,122408,A798043,1500 West William Cannon Drive in Austin (TX),8,(TX),Austin,1500 West William Cannon Drive in
101030,116120,A798049,13301 Center Lake Drive in Austin (TX),7,(TX),Austin,13301 Center Lake Drive in
101033,39879,A798053,7101 Guadalupe St in Austin (TX),6,(TX),Austin,7101 Guadalupe St in
101035,71927,A798057,9000 Ingrid Drive in Travis (TX),6,(TX),Travis,9000 Ingrid Drive in
101040,17791,A798060,3502 Burleson Road in Austin (TX),6,(TX),Austin,3502 Burleson Road in
101042,110417,A798062,4423 Magin Meadows in Austin (TX),6,(TX),Austin,4423 Magin Meadows in
101051,82406,A798076,3499 Ranch Road in Austin (TX),6,(TX),Austin,3499 Ranch Road in
101057,47739,A798080,1406 Caladendra in Austin (TX),5,(TX),Austin,1406 Caladendra in
101070,23824,A798091,1626 Nash Hernandez Senior Road in Austin (TX),8,(TX),Austin,1626 Nash Hernandez Senior Road in
101073,99203,A798093,8004 Tonopa Lane in Austin (TX),6,(TX),Austin,8004 Tonopa Lane in
101078,107282,A798098,1713  East Riverside in Austin (TX),7,(TX),Austin,1713 East Riverside in
101079,86192,A798099,5504 Rogers Lane in Austin (TX),6,(TX),Austin,5504 Rogers Lane in
101080,67907,A798102,122 Rockmont Drive in Austin (TX),6,(TX),Austin,122 Rockmont Drive in
101083,111998,A798107,9506 Bear Claw Trail in Travis (TX),7,(TX),Travis,9506 Bear Claw Trail in
101087,62345,A798110,7655 Ranch Road 620 in Austin (TX),7,(TX),Austin,7655 Ranch Road 620 in
101096,44981,A798124,812 King Albert Street in Austin (TX),7,(TX),Austin,812 King Albert Street in
101098,55629,A798127,1200 Luna in Austin (TX),5,(TX),Austin,1200 Luna in
101102,34686,A798137,3309 Peavy Street in Austin (TX),6,(TX),Austin,3309 Peavy Street in
101109,75559,A798141,1209 Barton Springs Rd in Austin (TX),7,(TX),Austin,1209 Barton Springs Rd in
101114,30047,A798147,13024 Lofton in Travis (TX),5,(TX),Travis,13024 Lofton in
101118,76659,A798151,38Th Street And Lamar Boulevard in Austin (TX),8,(TX),Austin,38Th Street And Lamar Boulevard in
101121,38150,A798155,8816 Blaze Drive in Austin (TX),6,(TX),Austin,8816 Blaze Drive in
101124,31154,A798157,9406 Morin Drive in Travis (TX),6,(TX),Travis,9406 Morin Drive in
101125,113402,A798158,12001 Meetric Blvd 312 in Austin (TX),7,(TX),Austin,12001 Meetric Blvd 312 in
101128,14912,A798162,1401 Brighton Circle in Austin (TX),6,(TX),Austin,1401 Brighton Circle in
101131,98885,A798165,1337 Warrington in Austin (TX),5,(TX),Austin,1337 Warrington in
101133,76307,A798168,7010 Easy Wind Drive in Austin (TX),7,(TX),Austin,7010 Easy Wind Drive in
101134,48462,A798169,10404 Bitting School Road in Manor (TX),7,(TX),Manor,10404 Bitting School Road in
101137,61490,A798172,7200 Chisos Pass in Austin (TX),6,(TX),Austin,7200 Chisos Pass in
101139,61910,A798175,17102 Prestons Braid Lane in Pflugerville (TX),7,(TX),Pflugerville,17102 Prestons Braid Lane in
101145,95997,A798181,1503 Estrellas Drive in Austin (TX),6,(TX),Austin,1503 Estrellas Drive in
101148,35951,A798184,1601 East Slaugher Lane in Austin (TX),7,(TX),Austin,1601 East Slaugher Lane in
101149,15155,A798185,9500 Stonebridge in Austin (TX),5,(TX),Austin,9500 Stonebridge in
101153,81228,A798190,5824 Encinal Cove in Austin (TX),6,(TX),Austin,5824 Encinal Cove in
101155,96752,A798192,12017 Amherst in Austin (TX),5,(TX),Austin,12017 Amherst in
101159,129897,A798195,1438 Cornado Hills Drive in Austin (TX),7,(TX),Austin,1438 Cornado Hills Drive in
101163,53838,A798199,10010 Quail Hutch Drive in Austin (TX),7,(TX),Austin,10010 Quail Hutch Drive in
101164,30074,A798203,1156 Ceasar Chavez in Austin (TX),6,(TX),Austin,1156 Ceasar Chavez in
101166,83998,A798205,7005 Townsborough Drive in Austin (TX),6,(TX),Austin,7005 Townsborough Drive in
101168,2477,A798207,22 1/2 Street And Longview in Austin (TX),8,(TX),Austin,22 1/2 Street And Longview in
101171,51051,A798212,916 Springdale Road in Austin (TX),6,(TX),Austin,916 Springdale Road in
101175,27657,A798220,17500 Glass Road in Austin (TX),6,(TX),Austin,17500 Glass Road in
101182,94454,A798227,3000 Guadalupe in Austin (TX),5,(TX),Austin,3000 Guadalupe in
101183,14010,A798228,5801 Las Alas Trail in Travis (TX),7,(TX),Travis,5801 Las Alas Trail in
101187,60376,A798233,910 Armadillo Road in Austin (TX),6,(TX),Austin,910 Armadillo Road in
101189,29617,A798235,7208 Derby Downs in Austin (TX),6,(TX),Austin,7208 Derby Downs in
101190,117623,A798237,7105 Rock Springs Cove in Austin (TX),7,(TX),Austin,7105 Rock Springs Cove in
101193,139732,A798239,6119 Valiant Cove in Austin (TX),6,(TX),Austin,6119 Valiant Cove in
101196,80801,A798240,12601 Tech Ridge Rd in Travis (TX),7,(TX),Travis,12601 Tech Ridge Rd in
101204,55425,A798248,8305 Bowling Green in Austin (TX),6,(TX),Austin,8305 Bowling Green in
101212,112830,A798255,1823 River Crossing Circle in Austin (TX),7,(TX),Austin,1823 River Crossing Circle in
101213,51763,A798256,2306 East 8Th Street in Austin (TX),7,(TX),Austin,2306 East 8Th Street in
101214,101442,A798258,2502 Citation in Travis (TX),5,(TX),Travis,2502 Citation in
101218,112082,A798264,2202 Vanderbilt Lane in Austin (TX),6,(TX),Austin,2202 Vanderbilt Lane in
101219,109346,A798265,1811 Judy Drive in Austin (TX),6,(TX),Austin,1811 Judy Drive in
101222,85952,A798268,4411 Molokai Drive in Austin (TX),6,(TX),Austin,4411 Molokai Drive in
101225,85838,A798271,5725 Us-290 West in Austin (TX),6,(TX),Austin,5725 Us-290 West in
101226,50471,A798272,2717 South Lamar in Austin (TX),6,(TX),Austin,2717 South Lamar in
101230,70653,A798281,7906 Briarton Drive in Austin (TX),6,(TX),Austin,7906 Briarton Drive in
101231,92470,A798282,7100 Howington Circle in Austin (TX),6,(TX),Austin,7100 Howington Circle in
101232,21818,A798283,17600 Blake Manor Road in Manor (TX),7,(TX),Manor,17600 Blake Manor Road in
101233,25235,A798284,7429 Lady Suzannes Court in Austin (TX),7,(TX),Austin,7429 Lady Suzannes Court in
101234,75831,A798285,5600 North Ih 35 in Austin (TX),7,(TX),Austin,5600 North Ih 35 in
101236,107828,A798287,5400 East Highway 71 in Travis (TX),7,(TX),Travis,5400 East Highway 71 in
101239,62069,A798291,6707 Colony Park Drive in Austin (TX),7,(TX),Austin,6707 Colony Park Drive in
101240,93493,A798293,307 East Croslin St in Austin (TX),7,(TX),Austin,307 East Croslin St in
101243,27896,A798295,601 Thrasher Lane in Austin (TX),6,(TX),Austin,601 Thrasher Lane in
101249,4561,A798301,13145 North Interstate Highway 183 in Austin (TX),8,(TX),Austin,13145 North Interstate Highway 183 in
101250,32883,A798302,5304 Two Iron Street in Austin (TX),7,(TX),Austin,5304 Two Iron Street in
101251,43788,A798303,900 Blackson Avenue in Austin (TX),6,(TX),Austin,900 Blackson Avenue in
101256,70200,A798307,1619 Holly in Austin (TX),5,(TX),Austin,1619 Holly in
101258,13618,A798309,13923 Conner Downs in Pflugerville (TX),6,(TX),Pflugerville,13923 Conner Downs in
101262,134032,A798313,7100 N I-35 Rm 129 in Austin (TX),8,(TX),Austin,7100 N I-35 Rm 129 in
101264,60876,A798315,12009 Margo Drive in Travis (TX),6,(TX),Travis,12009 Margo Drive in
101270,92375,A798321,1200 Justin Lane in Austin (TX),6,(TX),Austin,1200 Justin Lane in
101272,48708,A798323,2014 Leeann Drive in Austin (TX),6,(TX),Austin,2014 Leeann Drive in
101273,70026,A798324,11330 Farrah Lane in Austin (TX),6,(TX),Austin,11330 Farrah Lane in
101275,106383,A798327,838 North Meadows Drive in Austin (TX),7,(TX),Austin,838 North Meadows Drive in
101276,42139,A798329,1011 Rutland Drive in Austin (TX),6,(TX),Austin,1011 Rutland Drive in
101279,141499,A798340,13641 I-35 in Austin (TX),5,(TX),Austin,13641 I-35 in
101283,142923,A798347,5801 Boulder Creek in Austin (TX),6,(TX),Austin,5801 Boulder Creek in
101286,89573,A798350,3305 Yellowpine Terrace in Austin (TX),6,(TX),Austin,3305 Yellowpine Terrace in
101287,13729,A798351,1120 Estes Avenue in Austin (TX),6,(TX),Austin,1120 Estes Avenue in
101292,49461,A798356,2407 Lakehurst Drive in Austin (TX),6,(TX),Austin,2407 Lakehurst Drive in
101293,107080,A798358,901 Dalton Lane in Austin (TX),6,(TX),Austin,901 Dalton Lane in
101296,132849,A798362,1902 Gentilly Cir in Austin (TX),6,(TX),Austin,1902 Gentilly Cir in
101300,81012,A798369,14300 Tandem in Austin (TX),5,(TX),Austin,14300 Tandem in
101302,40209,A798372,3709 Thompson St in Austin (TX),6,(TX),Austin,3709 Thompson St in
101308,54536,A798382,7511 Rutland Drive in Austin (TX),6,(TX),Austin,7511 Rutland Drive in
101310,75557,A798383,7008 Bethune Avenue in Austin (TX),6,(TX),Austin,7008 Bethune Avenue in
101317,72094,A798393,8403 Shenandoah Drive in Austin (TX),6,(TX),Austin,8403 Shenandoah Drive in
101324,95637,A798400,1630 Rutland Drive in Austin (TX),6,(TX),Austin,1630 Rutland Drive in
101326,68344,A798405,6511 East Ben White Boulevard in Austin (TX),8,(TX),Austin,6511 East Ben White Boulevard in
101327,69321,A798407,1017 Northcape Drive in Austin (TX),6,(TX),Austin,1017 Northcape Drive in
101334,27003,A798416,8101 Croftwood Drive in Austin (TX),6,(TX),Austin,8101 Croftwood Drive in
101335,115584,A798417,14941 Running Deer Trail in Austin (TX),7,(TX),Austin,14941 Running Deer Trail in
101336,78335,A798418,8500 North Lamar in Austin (TX),6,(TX),Austin,8500 North Lamar in
101338,448,A798421,10513 Cooper Hill Drive in Austin (TX),7,(TX),Austin,10513 Cooper Hill Drive in
101342,67500,A798427,2002 Margalene Way in Austin (TX),6,(TX),Austin,2002 Margalene Way in
101344,60125,A798430,13301 Center Lake in Austin (TX),6,(TX),Austin,13301 Center Lake in
101345,91664,A798431,7020 Sienna Rouge Path in Austin (TX),7,(TX),Austin,7020 Sienna Rouge Path in
101346,135307,A798440,12500 Us 183 Hwy in Travis (TX),7,(TX),Travis,12500 Us 183 Hwy in
